ACCOUNT_STATUS,SERVICE__PLAN,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,STATE,FEEDBACK,SATELLITE,SITE_TYPE_DESC,MOST_RECENT_SALES_CHANNEL,GENDER,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER,Y,,,,,,
Closed,Professional,Uknown,Indirect,I-Dish.com LLC (SA), CA,BAD,SM6-HOR-10K,Spaceway,Hughes Sales Agents,Female,68,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,SO,Uknown,Direct,DialAmerica Marketing Inc (CC), MA,GOOD,G3C-VER-24K,Spaceway,Direct,Male,56,2,0,0,Y,1,,,,,,
Closed,Professional Plus,Call Centers,Indirect,EBN Financial dba Dish Systems (SA), MI,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Male,61,4,0,0,Y,1,,,,,,
Closed,Professional,Uknown,Indirect,Communication Solutions LLC (CC), CO,BAD,SPACEWAY3,Spaceway,Direct,Female,43,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Home,Uknown,Indirect,I-Dish.com LLC (SA), MO,Unkown,G26-HOR-14K,Spaceway,Hughes Sales Agents,Female,61,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Professional Plus,Uknown,Direct,OKS Ameridial Inc (CC), CA,BAD,SM6-HOR-10K,Spaceway,Direct,Female,55,0,Unkown,Unkown,Y,1,,,,,,
Closed,Power15,Web Orders,Indirect,LiveBridge Communications LLC, NY,BAD,SM6-HOR-10K,Spaceway,Direct,Male,72,0,Unkown,1,Y,1,,,,,,
Closed,Basic,Retail/Others,Direct,TAG, VA,Unkown,SPACEWAY3,Broadband Remote,Direct,Male,64,6,1,0,Unknown,1,,,,,,
Closed,Power15,Sales Agents,Indirect,NationWide Satellite (SA), MT,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,40,5,0,0,N,1,,,,,,
Closed,Power15,Uknown,Indirect,Red Ventures LLC (SA), MD,GOOD,G28-HOR-16K,Spaceway,Hughes Sales Agents,Male,24,0,Unkown,Unkown,N,1,,,,,,
Closed,Home,Uknown,Indirect,Red Ventures LLC (SA), VA,BAD,SM5-VER-7K,Spaceway,HN7000 Upgrade,Female,50,0,0,Unkown,Unknown,1,,,,,,
Closed,SO,Uknown,Direct,Satellite Country Inc (SA), CO,BAD,SM5-VER-7K,Broadband Remote,Hughes Sales Agents,Male,61,6,Unkown,0,Y,1,,,,,,
Closed,Home,Retail/Others,Direct,DialAmerica Marketing Inc (CC), CA,GOOD,G3C-VER-24K,Spaceway,Direct,Female,54,8,Unkown,0,Y,1,,,,,,
Closed,Professional,Vars,Direct,ACS, FL,Unkown,G28-HOR-10K,Spaceway,Direct,Female,49,3,0,0,N,1,,,,,,
Closed,Pro,Uknown,Indirect,Red Ventures LLC (SA), CA,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Female,66,0,Unkown,Unkown,Y,1,,,,,,
Closed,Proplus,Uknown,Indirect,NationWide Satellite (SA), CA,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Male,25,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Elite,Call Centers,Indirect,Hughes Web Order, OR,BAD,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Male,44,9,0,0,Y,1,,,,,,
Closed,Professional,Vars,Direct,ACS, NH,GOOD,HZN-HOR-8K,Spaceway,Direct,Female,64,6,1,0,N,1,,,,,,
Closed,Professional,Uknown,Indirect,ACS, TX,Unkown,G28-HOR-10K,Spaceway,Direct,Male,46,6,0,0,N,1,,,,,,
Closed,Home,Retail/Others,Indirect,EBN Financial dba Dish Systems (SA), AZ,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Male,54,4,1,0,N,1,,,,,,
Closed,Basic_Ltd,Call Centers,Direct,TAG, NV,GOOD,G28-HOR-16K,Broadband Remote,Hughes Sales Agents,Female,45,D,Unkown,0,Y,1,,,,,,
Closed,Professional Plus,Vars,Indirect,I-Dish.com LLC (SA), NE,BAD,SM6-HOR-10K,Spaceway,Hughes Sales Agents,Male,35,6,1,0,Unknown,1,,,,,,
Closed,Professional,Call Centers,Indirect,Jon Comer dba Satellite Internet Americ, OH,Unkown,G26-HOR-14K,Spaceway,Distributor Sales Age,Female,51,2,1,1,Unknown,1,,,,,,
Closed,Professional,Call Centers,Indirect,I-Dish.com LLC (SA), CA,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,52,6,0,0,Unknown,1,,,,,,
Closed,Professional,Vars,Direct,OKS Ameridial Inc (CC), OK,GOOD,G3C-VER-24K,Spaceway,Direct,Male,46,2,1,1,Unknown,1,,,,,,
Closed,Elite,Vars,Indirect,RS&I, MS,GOOD,G28-HOR-16K,Spaceway,Direct,Male,45,1,Unkown,1,Y,1,,,,,,
Closed,SO,Uknown,Indirect,ALORAD Inc (SA), MI,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,66,1,1,1,Unknown,1,,,,,,
Closed,Professional,Retail/Others,Indirect,Communication Solutions LLC (CC), OR,Unkown,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,51,4,0,0,Y,1,,,,,,
Closed,Elite,Sales Agents,Indirect,TAG, AR,BAD,HZN-VER-23K,Spaceway,Direct,Female,49,7,Unkown,0,Unknown,1,,,,,,
Closed,Basic_Ltd,Sales Agents,Indirect,Communication Solutions LLC (CC), CA,Unkown,G28-HOR-10K,Spaceway,Direct,Female,71,6,2,0,N,1,,,,,,
Closed,Power15,Uknown,Direct,DialAmerica Marketing Inc (CC), CA,GOOD,G3C-VER-24K,Spaceway,Direct,Female,58,0,Unkown,Unkown,Y,1,,,,,,
Closed,Proplus,Uknown,Indirect,ALORAD Inc (SA), TX,GOOD,HZN-HOR-8K,Spaceway,Hughes Sales Agents,Male,54,0,Unkown,Unkown,Y,1,,,,,,
Closed,Home,Uknown,Indirect,Satellite Country Inc (SA), NC,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,39,0,Unkown,Unkown,N,1,,,,,,
Closed,SO,Uknown,Direct,OKS Ameridial Inc (CC), LA,GOOD,G3C-VER-24K,Spaceway,Direct,Female,32,5,0,0,Unknown,1,,,,,,
Closed,Professional Plus,Uknown,Indirect,NationWide Satellite (SA), OR,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,30,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Proplus,Retail/Others,Direct,TAG, CA,BAD,HZN-VER-23K,Broadband Remote,Hughes Sales Agents,Male,48,3,Unkown,1,N,1,,,,,,
Closed,Basic_Ltd,Web Orders,Direct,CommLink Services Maryland, MO,Unkown,G28-HOR-10K,Spaceway,Dealer - Direct Order,Male,27,8,1,0,Unknown,1,,,,,,
Closed,Basic_Ltd,Web Orders,Indirect,Red Ventures LLC (SA), NY,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Female,49,6,1,1,Y,1,,,,,,
Closed,Pro,Uknown,Indirect,Buy Telco, NM,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Female,64,0,Unkown,Unkown,N,1,,,,,,
Closed,SO,Uknown,Indirect,Elite Satellite and Home Theater Inc (S, IL,Unkown,G26-HOR-14K,Spaceway,Hughes Sales Agents,Male,43,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Professional,Web Orders,Indirect,Qcorps Residential Inc dba WhiteFence (, UT,BAD,SM6-HOR-10K,Spaceway,Hughes Sales Agents,Female,64,4,0,0,Y,1,,,,,,
Closed,Elite,Sales Agents,Indirect,OKS Ameridial Inc (CC), CA,BAD,AMC-VER-5K,Spaceway,Direct,Male,52,7,Unkown,0,N,1,,,,,,
Closed,SO,Retail/Others,Indirect,I-Dish.com LLC (SA), NE,BAD,SM6-HOR-10K,Spaceway,Hughes Sales Agents,Male,43,4,0,0,N,1,,,,,,
Closed,Home,Web Orders,Indirect,Tel-Net (P10), NY,BAD,HZN-VER-23K,Spaceway,Dealer - Direct Order,Female,34,3,0,0,N,1,,,,,,
Closed,Home,Web Orders,Indirect,Red Ventures LLC (SA), WA,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Male,43,5,1,1,Y,1,,,,,,
Closed,Home,Web Orders,Direct,OKS Ameridial Inc (CC), TX,Unkown,G16-VER-15K,Spaceway,Direct,Female,89,5,1,0,N,1,,,,,,
Closed,Professional Plus,Web Orders,Indirect,ALORAD Inc (SA), NM,GOOD,G3C-VER-24K,Broadband Remote,Dealer - Direct Order,Female,53,D,0,0,Y,1,,,,,,
Closed,Home,Uknown,Direct,ACS, IL,GOOD,HZN-HOR-8K,Spaceway,Direct,Male,52,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,SO,Uknown,Indirect,Red Ventures LLC (SA), OK,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,31,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Professional Plus,Vars,Direct,OKS Ameridial Inc (CC), CA,Unkown,G16-VER-15K,Spaceway,Direct,Male,23,4,0,0,Y,1,,,,,,
Closed,Home,Uknown,Indirect,Communication Solutions LLC (CC), WA,BAD,SPACEWAY3,Spaceway,Direct,Male,64,0,Unkown,Unkown,Y,1,,,,,,
Closed,Professional,Sales Agents,Indirect,Centurytel Service Group LLC dba Centur, OK,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,65,7,Unkown,0,Y,1,,,,,,
Closed,Home,Call Centers,Indirect,Satellite Dish Marketing LLC dba Digita, AL,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,43,6,0,0,Unknown,1,,,,,,
Closed,Professional,Call Centers,Indirect,Red Ventures LLC (SA), IL,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Female,80,2,1,1,Unknown,1,,,,,,
Closed,Home,Retail/Others,Indirect,I-Dish.com LLC (SA), MI,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,67,4,0,0,N,1,,,,,,
Closed,Basic_Ltd,Vars,Indirect,LiveBridge Communications LLC, FL,GOOD,Unkown,Broadband Remote,Dealer - Direct Order,Male,68,3,1,0,Y,1,,,,,,
Closed,Professional,Uknown,Indirect,I-Dish.com LLC (SA), TX,BAD,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Male,25,0,Unkown,Unkown,Y,1,,,,,,
Closed,Professional Plus,Uknown,Direct,DialAmerica Marketing Inc (CC), CO,Unkown,G26-HOR-14K,Spaceway,Direct,Female,48,6,1,1,Unknown,1,,,,,,
Closed,Home,Sales Agents,Indirect,Red Ventures LLC (SA), MO,GOOD,G28-HOR-16K,Spaceway,Hughes Sales Agents,Female,35,3,2,1,N,1,,,,,,
Closed,SO,Uknown,Direct,ACS, NY,GOOD,HZN-HOR-8K,Spaceway,Direct,Male,50,0,Unkown,Unkown,N,1,,,,,,
Closed,Professional,Uknown,Indirect,Red Ventures LLC (SA), LA,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Female,34,4,1,1,Y,1,,,,,,
Closed,Professional,Web Orders,Indirect,Communication Solutions LLC (CC), OH,BAD,SPACEWAY3,Spaceway,Direct,Female,71,4,0,0,N,1,,,,,,
Closed,Pro,Call Centers,Direct,Satellite Dish Marketing LLC dba Digita, FL,GOOD,G28-HOR-16K,Broadband Remote,Hughes Sales Agents,Female,48,3,1,1,N,1,,,,,,
Closed,Basic,Retail/Others,Direct,OKS Ameridial Inc (CC), NV,Unkown,G16-VER-15K,Spaceway,Direct,Female,32,3,0,0,Y,1,,,,,,
Closed,Professional,Uknown,Indirect,Communication Solutions LLC (CC), WI,BAD,SPACEWAY3,Broadband Remote,Direct,Female,56,2,0,Unkown,Y,1,,,,,,
Closed,Professional,Sales Agents,Indirect,Satellite Country Inc (SA), AZ,BAD,HZN-HOR-8K,Spaceway,Hughes Sales Agents,Male,59,3,1,0,N,1,,,,,,
Closed,Home,Uknown,Indirect,Red Ventures LLC (SA), AR,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Female,34,0,Unkown,Unkown,Y,1,,,,,,
Closed,Power15,Sales Agents,Indirect,Red Ventures LLC (SA), OR,Unkown,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Male,51,5,Unkown,0,Unknown,1,,,,,,
Closed,Professional,Uknown,Indirect,Valley Satellite (RSI561377), OH,BAD,HZN-VER-23K,Spaceway,Direct,Female,37,4,1,1,Unknown,1,,,,,,
Closed,Home,Uknown,Indirect,Red Ventures LLC (SA), NV,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Female,60,0,Unkown,Unkown,Y,1,,,,,,
Closed,Proplus,Uknown,Indirect,Red Ventures LLC (SA), TX,GOOD,G28-HOR-16K,Spaceway,Hughes Sales Agents,Female,61,0,Unkown,Unkown,N,1,,,,,,
Closed,Professional,Vars,Direct,DialAmerica Marketing Inc (CC), OR,BAD,SPACEWAY3,Spaceway,Direct,Male,29,5,1,1,Unknown,1,,,,,,
Closed,Professional,Uknown,Indirect,Professional Technical Services (P10), NV,BAD,SM6-HOR-10K,Spaceway,Dealer - Direct Order,Male,68,0,Unkown,Unkown,N,1,,,,,,
Closed,Basic_Ltd,Call Centers,Direct,ACS, WA,GOOD,HZN-HOR-8K,Spaceway,Direct,Female,33,4,0,0,Y,1,,,,,,
Closed,Home,Retail/Others,Indirect,OKS Ameridial Inc (CC), TN,GOOD,G28-HOR-16K,Spaceway,Hughes Sales Agents,Male,33,0,Unkown,1,Unknown,1,,,,,,
Closed,Basic,Uknown,Indirect,Red Ventures LLC (SA), OH,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Male,50,6,1,1,Unknown,1,,,,,,
Closed,SO,Uknown,Indirect,Direc Vizion (P10), TN,Unkown,G26-HOR-14K,Spaceway,Dealer - Direct Order,Male,58,0,Unkown,Unkown,N,1,,,,,,
Closed,Professional Plus,Vars,Indirect,Big Island Satellite (RSI563546), VA,BAD,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Female,54,6,0,0,Unknown,1,,,,,,
Closed,Home,Uknown,Direct,OKS Ameridial Inc (CC), CA,BAD,SM6-HOR-10K,Spaceway,Direct,Female,51,0,Unkown,Unkown,Unknown,1,,,,,,
Closed,Pro,Retail/Others,Indirect,Communication Solutions LLC (CC), NY,Unkown,G28-HOR-10K,Spaceway,Hughes Sales Agents,Male,25,6,0,0,Unknown,1,,,,,,
Closed,Home,Uknown,Indirect,Red Ventures LLC (SA), TX,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,52,3,0,0,Unknown,1,,,,,,
Closed,Home,Retail/Others,Indirect,ALORAD Inc (SA),CA,GOOD,HZN-HOR-8K,Spaceway,Hughes Sales Agents,Male,71,4,0,0,Y,1,,,,,,
Closed,SO,Uknown,Indirect,Red Ventures LLC (SA), NE,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,44,7,1,1,Unknown,1,,,,,,
Closed,Basic,Uknown,Indirect,Communication Solutions LLC (CC), VA,BAD,SPACEWAY3,Spaceway,Direct,Male,60,0,Unkown,Unkown,N,1,,,,,,
Closed,Professional,Uknown,Indirect,Red Ventures LLC (SA), IL,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Female,61,0,Unkown,Unkown,Y,1,,,,,,
Closed,Professional,Uknown,Indirect,Big Island Satellite (RSI563546), MO,Unkown,G16-VER-15K,Spaceway,Dealer - Direct Order,Female,40,0,Unkown,Unkown,N,1,,,,,,
Closed,SO,Uknown,Indirect,Red Ventures LLC (SA), MD,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Female,62,4,1,0,N,1,,,,,,
Closed,Professional,Vars,Direct,Satex, WY,BAD,HZN-HOR-8K,Spaceway,Dealer - Direct Order,Male,25,5,Unkown,1,Y,1,,,,,,
Closed,Basic,Retail/Others,Direct,Hughes Web Order, TX,GOOD,G3C-VER-24K,Spaceway,Direct,Female,73,0,2,1,N,1,,,,,,
Closed,Professional,Call Centers,Indirect,Red Ventures LLC (SA), NC,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Male,32,2,0,0,N,1,,,,,,
Closed,Basic_Ltd,Vars,Indirect,Worry Free Satellite Services LLC (P10), IA,BAD,HZN-VER-23K,Broadband Remote,Direct,Female,33,3,0,0,Unknown,1,,,,,,
Closed,Elite,Web Orders,Indirect,Red Ventures LLC (SA), CA,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,61,1,Unkown,1,N,1,,,,,,
Closed,SO,Retail/Others,Indirect,I-Dish.com LLC (SA), NY,GOOD,Unkown,Broadband Remote,Direct,Female,54,5,1,0,N,1,,,,,,
Closed,Basic_Ltd,Uknown,Indirect,Intercomm USA (RSI574295), AR,GOOD,Unkown,Broadband Remote,Direct,Female,65,5,2,1,Y,1,,,,,,
Closed,Pro,Sales Agents,Indirect,OKS Ameridial Inc (CC), WA,Unkown,G16-VER-15K,Spaceway,DW7000 Upgrade,Male,59,4,1,0,Y,1,,,,,,
Closed,Professional Plus,Vars,Indirect,DialAmerica Marketing Inc (CC), TX,GOOD,Unkown,Broadband Remote,Hughes Sales Agents,Male,31,5,1,0,Y,1,,,,,,
Closed,Elite,Sales Agents,Indirect,Lucky Star (RSI568042), NH,Unkown,G16-VER-15K,Spaceway,National Sales,Female,45,5,1,0,Y,1,,,,,,
Closed,Home,Retail/Others,Indirect,NationWide Satellite (SA), NE,Unkown,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Male,62,5,1,1,Unknown,1,,,,,,
Closed,Elite,Sales Agents,Indirect,Communication Solutions LLC (CC), NV,BAD,AM6-HOR-21K,Spaceway,Direct,Female,49,2,Unkown,1,N,1,,,,,,
Closed,Elite,Web Orders,Direct,Qcorps Residential Inc dba WhiteFence (, TX,GOOD,G28-HOR-16K,Spaceway,Hughes Sales Agents,Male,64,2,Unkown,1,Unknown,1,,,,,,
Closed,Home,Web Orders,Indirect,ACS, KY,GOOD,G3C-VER-24K,Broadband Remote,Direct,Male,38,6,Unkown,1,Y,1,,,,,,
Closed,Professional Plus,Uknown,Indirect,AmericanSat, MS,GOOD,G3C-VER-24K,Broadband Remote,Dealer-Generated Sale,Male,33,3,0,0,Unknown,1,,,,,,
Closed,Pro,Sales Agents,Indirect,LiveBridge Communications LLC, MI,BAD,Unkown,Broadband Remote,Direct,Male,45,4,1,0,Y,1,,,,,,
Closed,Power15,Web Orders,Indirect,Red Ventures LLC (SA), CO,BAD,SM5-VER-7K,Broadband Remote,Direct,Male,49,3,Unkown,1,Unknown,1,,,,,,
Closed,Basic_Ltd,Sales Agents,Indirect,OKS Ameridial Inc (CC), NC,BAD,SM6-HOR-10K,Broadband Remote,Direct,Male,27,6,1,0,Y,1,,,,,,
Closed,Basic_Ltd,Web Orders,Direct,CNI Communications (RSI560871), CO,Unkown,G28-HOR-10K,Spaceway,Direct,Male,65,5,Unkown,1,N,1,,,,,,
Closed,Proplus,Retail/Others,Direct,TAG, SD,GOOD,G28-HOR-16K,Spaceway,National Sales,Male,66,8,1,0,Unknown,1,,,,,,
Closed,Professional,Uknown,Indirect,Abbasi Enterprises LLC dba Abbasi Commu, KS,Unkown,SPACEWAY3,Broadband Remote,Direct,Female,54,4,0,0,Unknown,1,,,,,,
Closed,Professional Plus,Web Orders,Indirect,Red Ventures LLC (SA), MO,BAD,AMC-VER-5K,Spaceway,Hughes Sales Agents,Female,30,6,Unkown,0,Y,1,,,,,,
Closed,Basic_Ltd,Retail/Others,Direct,Beans Satellite (RSI568671), CA,GOOD,G3C-VER-24K,Spaceway,Direct,Male,55,0,1,1,Y,1,,,,,,
Closed,Home,Uknown,Indirect,OKS Ameridial Inc (CC), VA,BAD,SM6-HOR-10K,Spaceway,Direct,Male,58,0,0,Unkown,Unknown,1,,,,,,
Closed,Professional,Uknown,Direct,Hughes Web Order, TX,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Female,31,0,0,Unkown,N,1,,,,,,
Closed,Elite,Call Centers,Direct,DialAmerica Marketing Inc (CC), MI,GOOD,G3C-VER-24K,Spaceway,Direct,Female,65,4,0,0,Unknown,1,,,,,,
Closed,Pro,Vars,Indirect,DialAmerica Marketing Inc (CC), CA,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Female,34,2,0,0,N,1,,,,,,
Closed,Home,Vars,Indirect,Cable TV Systems (RSI568512), CA,BAD,AM6-HOR-21K,Spaceway,Direct,Female,34,8,Unkown,0,Unknown,1,,,,,,
Closed,Basic_Ltd,Sales Agents,Direct,Hughes Web Order, TX,BAD,SPACEWAY3,Spaceway,Used Equipment,Female,53,4,2,0,Y,1,,,,,,
Closed,Elite,Sales Agents,Direct,TAG, NJ,BAD,Unkown,Broadband Remote,Hughes Sales Agents,Female,50,4,1,0,Y,1,,,,,,
Closed,Elite,Call Centers,Indirect,Perfect 10, CO,Unkown,G16-VER-15K,Spaceway,Direct,Male,42,2,1,1,Unknown,1,,,,,,
Closed,Power15,Call Centers,Direct,OKS Ameridial Inc (CC), WI,BAD,SM6-HOR-10K,Spaceway,Hughes Sales Agents,Male,65,0,Unkown,1,N,1,,,,,,
Closed,Power15,Uknown,Direct,Electronic Express (SA), LA,BAD,SPACEWAY3,Broadband Remote,Direct,Male,58,B,1,0,Unknown,1,,,,,,
Closed,SO,Uknown,Indirect,GoDish.com Ltd LLP (SA), TX,Unkown,G26-HOR-14K,Spaceway,Direct,Female,30,4,0,0,N,1,,,,,,
Closed,Elite,Retail/Others,Indirect,Hughes Web Order, MN,Unkown,G26-HOR-14K,Spaceway,Dealer - Direct Order,Male,66,3,Unkown,1,N,1,,,,,,
Closed,Power15,Vars,Indirect,LiveBridge Communications LLC, MD,BAD,AM9-HOR-17K,Spaceway,Hughes Sales Agents,Female,35,4,Unkown,0,Unknown,1,,,,,,
Closed,Basic_Ltd,Call Centers,Indirect,ALORAD Inc (SA), TX,GOOD,HZN-HOR-8K,Spaceway,Direct,Male,72,1,Unkown,1,N,1,,,,,,
Closed,Power15,Vars,Indirect,LiveBridge Communications LLC, TX,Unkown,G16-VER-15K,Spaceway,Hughes Sales Agents,Female,35,7,Unkown,0,Y,1,,,,,,
Closed,Proplus,Uknown,Indirect,CEO Satellite (SA), NV,BAD,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Female,27,9,1,0,Unknown,1,,,,,,
Closed,Professional,Uknown,Indirect,Communication Solutions LLC (CC), OR,GOOD,G3C-VER-24K,Spaceway,Business Edition,Male,72,0,0,Unkown,Unknown,1,,,,,,
Closed,Professional Plus,Vars,Indirect,ACS, KS,GOOD,HZN-HOR-8K,Spaceway,Hughes Sales Agents,Female,46,0,Unkown,1,Y,1,,,,,,
Closed,Pro,Call Centers,Indirect,LiveBridge Communications LLC, ME,BAD,SM6-HOR-10K,Spaceway,Dealer-Generated Sale,Female,71,3,0,0,Y,1,,,,,,
Closed,Basic,Web Orders,Direct,Communication Solutions LLC (CC), TX,BAD,AM6-HOR-21K,Spaceway,National Sales,Female,41,0,0,Unkown,Unknown,1,,,,,,
Closed,Elite,Uknown,Indirect,Satellite Country Inc (SA), AZ,GOOD,G28-HOR-16K,Spaceway,Hughes Sales Agents,Male,40,0,0,Unkown,N,1,,,,,,
Closed,Basic,Sales Agents,Indirect,Hughes Web Order, CA,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Male,41,4,Unkown,0,N,1,,,,,,
Closed,Basic,Retail/Others,Direct,TAG, TX,BAD,HZN-HOR-8K,Spaceway,Direct,Male,43,3,0,0,Unknown,1,,,,,,
Closed,Basic_Ltd,Vars,Indirect,TAG, OR,GOOD,G28-HOR-10K,Spaceway,Direct,Female,41,6,0,0,N,1,,,,,,
Closed,Elite,Call Centers,Indirect,EBN Financial dba Dish Systems (SA), AZ,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Female,71,0,Unkown,1,Unknown,1,,,,,,
Closed,Professional,Uknown,Indirect,Jon Comer dba Satellite Internet Americ, VA,GOOD,G3C-VER-24K,Spaceway,Hughes Sales Agents,Female,29,0,Unkown,1,Unknown,1,,,,,,
Closed,Elite,Call Centers,Indirect,EBN Financial dba Dish Systems (SA), CO,Unkown,G26-HOR-14K,Spaceway,Hughes Sales Agents,Female,46,6,0,0,N,1,,,,,,
Closed,Pro,Call Centers,Direct,TAG, CA,BAD,SM6-HOR-10K,Spaceway,Direct,Male,65,3,0,0,Y,1,,,,,,
Closed,SO,Uknown,Indirect,Communication Solutions LLC (CC), CA,BAD,AM6-HOR-21K,Spaceway,Direct,Male,51,2,0,0,Unknown,1,,,,,,
Closed,Basic_Ltd,Uknown,Indirect,Communication Solutions LLC (CC), CO,BAD,SPACEWAY3,Spaceway,Hughes Sales Agents,Male,43,0,0,Unkown,Unknown,1,,,,,,
Closed,Professional,Call Centers,Indirect,Communication Solutions LLC (CC), NY,BAD,SPACEWAY3,Spaceway,Direct,Female,69,0,Unkown,1,Y,1,,,,,,
Closed,Power15,Vars,Indirect,ValueElectronics, IA,GOOD,G28-HOR-10K,Spaceway,Dealer - Direct Order,Female,68,3,1,0,N,1,,,,,,
Closed,SO,Web Orders,Indirect,Red Ventures LLC (SA), TX,BAD,SM5-VER-7K,Spaceway,Hughes Sales Agents,Male,49,3,0,0,N,1,,,,,,
Closed,Elite,Web Orders,Indirect,LiveBridge Communications LLC, NY,BAD,SM6-HOR-10K,Broadband Remote,Hughes Sales Agents,Female,68,9,1,0,Y,1,,,,,,
Closed,Power15,Sales Agents,Indirect,Communication Solutions LLC (CC), VA,GOOD,Unkown,Broadband Remote,Direct,Female,53,6,1,0,Unknown,1,,,,,,
Closed,SO,Uknown,Indirect,OKS Ameridial Inc (CC), NY,Unkown,G16-VER-15K,Spaceway,Direct,Female,30,0,0,Unkown,N,1,,,,,,
Closed,Professional,Uknown,Indirect,Red Ventures LLC (SA), FL,BAD,HZN-VER-23K,Spaceway,Direct,Female,67,6,0,0,Unknown,1,,,,,,
Closed,Elite,Sales Agents,Indirect,Red Ventures LLC (SA), LA,BAD,SM5-VER-7K,Spaceway,Direct,Female,58,5,1,0,N,1,,,,,,
Closed,Elite,Vars,Indirect,DialAmerica Marketing Inc (CC), MO,BAD,SPACEWAY3,Broadband Remote,Direct,Male,72,B,1,0,N,1,,,,,,
Closed,SO,Uknown,Indirect,Hughes Web Order (BUS), OR,BAD,SPACEWAY3,Broadband Remote,Direct,Male,33,A,1,1,N,1,,,,,,
Closed,Professional,Call Centers,Indirect,DialAmerica Marketing Inc (CC), TX,BAD,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Male,44,9,Unkown,0,Y,1,,,,,,
Closed,Elite,Call Centers,Direct,DialAmerica Marketing Inc (CC), MI,GOOD,G3C-VER-24K,Broadband Remote,Direct,Male,37,D,0,0,N,1,,,,,,
Closed,Professional,Web Orders,Indirect,OKS Ameridial Inc (CC), MD,BAD,SM6-HOR-10K,Spaceway,Direct,Female,65,0,Unkown,1,Y,1,,,,,,
Closed,Professional,Uknown,Indirect,RS&I, IN,BAD,SM5-VER-7K,Spaceway,DW6000 Upgrade,Male,71,3,Unkown,0,Unknown,1,,,,,,
Closed,Home,Retail/Others,Direct,OKS Ameridial Inc (CC), CA,Unkown,SPACEWAY3,Broadband Remote,Hughes Sales Agents,Female,55,6,Unkown,0,Unknown,1,,,,,,
Closed,Elite,Uknown,Indirect,LiveBridge Communications LLC, NY,GOOD,G3C-VER-24K,Broadband Remote,Hughes Sales Agents,Female,67,0,0,Unkown,Unknown,1,,,,,,
Closed,Pro,Uknown,Direct,TAG, MS,Unkown,G16-VER-15K,Spaceway,Direct,Male,39,0,0,Unkown,Unknown,1,,,,,,
