ACCOUNT_STATUS,SERVICE__PLAN,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,STATE,FEEDBACK,SATELLITE,SITE_TYPE_DESC,MOST_RECENT_SALES_CHANNEL,GENDER,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER,Y,,,,,,
Active,Pro,Vars,Direct,Todays TV, CA,GOOD,G17-HOR-6K,Broadband Remote,Dealer-Generated Sale,Male,66,6,0,0,N,0,,,,,,
Active,Basic,Sales Agents,Indirect,Perfect 10, MN,Unkown,Unkown,Broadband Remote,HN9000 Upgrade,Male,57,3,1,0,N,0,,,,,,
Active,Elite,Uknown,Direct,TAG, PA,BAD,SM5-HOR-6K,Broadband Remote,HN9000 Upgrade,Female,45,8,0,0,N,0,,,,,,
Active,Power150,Call Center,Direct,MiniDish, MI,GOOD,AM32-HOR-19K,Broadband Remote,Direct,Male,62,4,0,0,Unknown,0,,,,,,
Active,Pro,Vars,Indirect,Hughes Web Order, KS,BAD,SM5-VER-7K,Broadband Remote,National Sales,Male,52,6,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,TAG, MO,Unkown,SM5-VER-15K,Broadband Remote,DW7000 Upgrade,Female,33,4,1,0,N,0,,,,,,
Active,Elite,Web orders,Indirect,TAG, AR,Unkown,SM5-VER-1K,Broadband Remote,Retail       ,Female,37,3,1,0,N,0,,,,,,
Active,Home,Call Center,Direct,LiveBridge Communications LLC, OH,BAD,SPACEWAY3,Spaceway,HN7000 Upgrade,Female,62,8,1,0,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Direct,Perfect 10, MI,BAD,SM5-VER-1K,Spaceway,Direct,Male,48,2,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, TX,GOOD,G16-VER-15K,Broadband Remote,Direct,Female,65,0,1,0,N,0,,,,,,
Active,Elite,Uknown,Direct,MiniDish, OH,Unkown,SM5-VER-1K,Broadband Remote,DW7000 Upgrade,Male,30,9,1,0,N,0,,,,,,
Active,Power150,Web orders,Indirect,RS&I, WA,GOOD,AM9-VER-2K ,Broadband Remote,HN9000 Upgrade,Male,53,0,0,0,N,0,,,,,,
Active,Elite,Retail/others,Direct,TAG, MI,BAD,Unkown,Spaceway,Retail       ,Female,24,8,1,0,N,0,,,,,,
Active,Pro,Sales Agents,Indirect,ACS, IN,BAD,SPACEWAY3,Broadband Remote,DW6000 Upgrade,Female,39,4,1,0,Unknown,0,,,,,,
Active,Pro,Uknown,Indirect,AmericanSat, CO,GOOD,SPACEWAY3,Spaceway,DPC Classic upgrade,Male,40,6,1,0,N,0,,,,,,
Active,Basic,Vars,Indirect,TAG, VA,GOOD,AM9-VER-22K,Spaceway,Dealer-Generated Sale,Female,66,7,0,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,AmericanSat, NY,Unkown,Unkown,Spaceway,Classic Migration,Male,56,3,1,1,N,0,,,,,,
Active,Pro,Sales Agents,Direct,Best Buy, CA,GOOD,SM5-VER-5K,Broadband Remote,DW6000 Upgrade,Female,29,0,0,0,N,0,,,,,,
Active,Home,Sales Agents,Indirect,Best Buy, FL,GOOD,SM5-VER-5K,Broadband Remote,Retail,Female,64,7,1,0,Y,0,,,,,,
Active,Home,Call Center,Indirect,RS&I, TX,GOOD,SM5-VER-15K,Broadband Remote,DW6000 Upgrade,Male,31,2,1,1,N,0,,,,,,
Active,Elite,Web orders,Indirect,Perfect 10, MI,GOOD,G16-VER-15K,Broadband Remote,Retail       ,Female,26,0,1,0,N,0,,,,,,
Active,Home,Uknown,Indirect,RS&I, UT,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Female,34,6,1,0,N,0,,,,,,
Active,Home,Vars,Indirect,LiveBridge Communications LLC, TX,BAD,G16-HOR-8K,Broadband Remote,Dealer-Generated Sale,Male,32,D,2,1,Unknown,0,,,,,,
Active,Unknown,Sales Agents,Direct,LiveBridge Communications LLC, SC,BAD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Male,62,0,1,0,Y,0,,,,,,
Active,Elite,Web orders,Direct,TAG, TX,Unkown,SPACEWAY3,Broadband Remote,HN9000 Upgrade,Female,27,7,0,Unkown,N,0,,,,,,
Active,Pro,Uknown,Indirect,LiveBridge Communications LLC, AZ,BAD,AM6-HOR-21K,Broadband Remote,DPC Classic upgrade,Female,25,6,0,Unkown,Y,0,,,,,,
Active,Power150,Uknown,Direct,NCC, CA,GOOD,G17-HOR-6K,Spaceway,DW6000 Upgrade,Male,44,6,1,0,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,TAG, PA,GOOD,SM5-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,58,5,0,0,Unknown,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, TN,GOOD,AM9-VER-2K ,Broadband Remote,DW6000 Upgrade,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Elite,Retail/others,Indirect,NCC, SC,Unkown,AM9-VER-22K,Broadband Remote,DW7000 Upgrade,Female,41,0,0,Unkown,N,0,,,,,,
Active,Unknown,Uknown,Indirect,NCC, TX,Unkown,SPACEWAY3,Spaceway,Direct,Male,58,7,1,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,RS&I, CA,Unkown,G17-HOR-6K,Broadband Remote,Retail       ,Male,50,4,1,1,N,0,,,,,,
Active,Unknown,Uknown,Indirect,LiveBridge Communications LLC, MD,BAD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Male,62,0,1,1,N,0,,,,,,
Active,Unknown,Uknown,Indirect,Perfect 10, AR,GOOD,G3C-VER-21K,Spaceway,Direct,Male,33,7,1,1,N,0,,,,,,
Active,Proplus,Call Center,Indirect,AmericanSat, TX,GOOD,SPACEWAY3,Spaceway,Dealer-Generated Sale,Male,22,8,1,1,N,0,,,,,,
Active,Basic,Retail/others,Direct,LiveBridge Communications LLC, OH,BAD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Male,64,5,0,0,N,0,,,,,,
Active,Proplus,Uknown,Direct,AmericanSat, MI,Unkown,G17-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,48,8,0,Unkown,N,0,,,,,,
Active,Power150,Web orders,Direct,AmericanSat, CA,GOOD,SM5-VER-7K,Broadband Remote,Dealer-Generated Sale,Male,45,0,0,0,N,0,,,,,,
Active,Proplus,Uknown,Indirect,RS&I, CA,GOOD,AM32-HOR-19K,Broadband Remote,Dealer-Generated Sale,Female,61,9,1,1,N,0,,,,,,
Active,Basic_Ltd,Call Center,Direct,Hughes Web Order, TX,BAD,SM5-VER-1K,Broadband Remote,DW7000 Upgrade,Male,31,8,0,0,Unknown,0,,,,,,
Active,Elite,Retail/others,Indirect,InfoDish, MN,BAD,Unkown,Broadband Remote,HN7000 Upgrade,Male,72,7,Unkown,0,N,0,,,,,,
Active,Pro,Uknown,Indirect,ACS Pre-Install, MD,GOOD,G17-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,46,0,0,0,Unknown,0,,,,,,
Active,Basic,Uknown,Direct,TAG, NM,GOOD,SPACEWAY3,Broadband Remote,Direct,Male,33,0,1,1,N,0,,,,,,
Active,Elite,Web orders,Indirect,AmericanSat, WI,GOOD,SM5-VER-5K,Broadband Remote,Retail       ,Male,25,9,1,0,N,0,,,,,,
Active,Elite,Uknown,Indirect,Best Buy, TX,BAD,SPACEWAY3,Spaceway,Retail       ,Male,69,3,0,0,Unknown,0,,,,,,
Active,Power150,Web orders,Indirect,LiveBridge Communications LLC, AZ,BAD,AM9-VER-2K ,Broadband Remote,DPC Classic upgrade,Male,59,4,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,Hughes Web Order, CA,BAD,SM5-VER-5K,Spaceway,DW7000 Upgrade,Male,25,3,1,0,Unknown,0,,,,,,
Active,Elite,Sales Agents,Direct,LiveBridge Communications LLC, VA,BAD,SM5-VER-15K,Broadband Remote,HN9000 Upgrade,Female,52,5,1,0,N,0,,,,,,
Active,Pro,Retail/others,Indirect,Best Buy, NM,Unkown,Unkown,Spaceway,Retail,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Basic,Sales Agents,Indirect,ValueElectronics, CO,GOOD,G17-HOR-2K,Broadband Remote,Classic Migration,Male,45,7,1,0,N,0,,,,,,
Active,Unknown,Uknown,Direct,D&H DISTRIBUTING, NC,BAD,SM5-VER-15K,Spaceway,Direct,Female,75,8,1,1,Y,0,,,,,,
Active,Basic,Call Center,Indirect,TAG, MO,GOOD,SM5-VER-7K,Broadband Remote,Dealer-Generated Sale,Female,63,7,1,0,N,0,,,,,,
Active,Unknown,Call Center,Direct,ACS, TX,GOOD,SPACEWAY3,Spaceway,HN9000 Upgrade,Male,54,9,1,1,Y,0,,,,,,
Active,Proplus,Uknown,Indirect,Perfect 10, MN,GOOD,SM5-VER-1K,Spaceway,DW6000 Upgrade,Male,28,0,1,0,Y,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,ACS Pre-Install, CA,Unkown,Unkown,Broadband Remote,National Sales,Female,46,4,1,0,N,0,,,,,,
Active,Basic,Sales Agents,Indirect,TAG, OK,GOOD,AM9-VER-2K ,Broadband Remote,Retail       ,Male,23,0,1,1,N,0,,,,,,
Active,Proplus,Sales Agents,Direct,TAG, AL,Unkown,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,33,3,2,0,N,0,,,,,,
Active,Power150,Web orders,Indirect,Hughes Web Order, OH,BAD,Unkown,Broadband Remote,Direct,Male,37,4,0,Unkown,N,0,,,,,,
Active,Power150,Sales Agents,Indirect,Hughes Web Order, NY,BAD,SM5-VER-7K,Spaceway,DW7000 Upgrade,Male,34,3,1,0,Unknown,0,,,,,,
Active,Power150,Uknown,Indirect,InfoDish, AR,BAD,Unkown,Spaceway,HN7000 Upgrade,Male,25,4,1,0,Unknown,0,,,,,,
Active,Basic_Ltd,Vars,Indirect,D&H DISTRIBUTING, OR,BAD,G17-HOR-6K,Broadband Remote,Dealer-Generated Sale,Male,31,6,0,0,N,0,,,,,,
Active,Power150,Sales Agents,Indirect,Hughes Web Order, CO,BAD,Unkown,Broadband Remote,HN7000 Upgrade,Male,44,5,0,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,Hughes Web Order, AR,BAD,Unkown,Broadband Remote,Retail,Male,60,0,0,Unkown,N,0,,,,,,
Active,Elite,Uknown,Indirect,AmericanSat, NY,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Male,54,3,1,1,N,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,NRTC, GA,Unkown,Unkown,Broadband Remote,DPC Classic upgrade,Female,47,6,0,0,N,0,,,,,,
Active,Basic,Call Center,Indirect,ACS Pre-Install, CA,GOOD,SPACEWAY3,Broadband Remote,Direct,Male,26,4,1,0,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,Hughes Web Order, CO,BAD,SM5-VER-7K,Broadband Remote,Direct,Male,51,0,0,0,Unknown,0,,,,,,
Active,Pro,Retail/others,Direct,AmericanSat, TX,GOOD,SM5-HOR-14K,Spaceway,National Sales,Female,63,0,0,0,Unknown,0,,,,,,
Active,Basic,Retail/others,Indirect,ACS Pre-Install, ID,GOOD,HZN2-VER-5K,Broadband Remote,DW7000 Upgrade,Male,55,8,0,Unkown,Unknown,0,,,,,,
Active,Power150,Uknown,Indirect,Hughes Web Order, TX,BAD,SM5-VER-5K,Broadband Remote,Direct,Female,30,8,1,0,Unknown,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,Hughes Web Order, MA,BAD,SPACEWAY3,Spaceway,DW7000 Upgrade,Male,38,3,0,0,N,0,,,,,,
Active,Pro,Call Center,Indirect,Perfect 10, OR,BAD,HZN-VER-23K,Broadband Remote,Classic Migration,Female,49,0,1,1,N,0,,,,,,
Active,Basic,Vars,Indirect,TAG, TN,Unkown,SM5-HOR-6K,Broadband Remote,HN7000 Upgrade,Female,59,7,1,0,N,0,,,,,,
Active,Pro,Uknown,Indirect,NCC, NE,GOOD,SPACEWAY3,Spaceway,DW6000 Upgrade,Female,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Home,Retail/others,Indirect,Hughes Web Order, WV,BAD,SM5-VER-1K,Broadband Remote,DW6000 Upgrade,Male,44,0,1,0,N,0,,,,,,
Active,Basic,Retail/others,Direct,Best Buy, FL,Unkown,Unkown,Broadband Remote,Direct,Male,41,8,0,0,Unknown,0,,,,,,
Active,Unknown,Uknown,Direct,AmericanSat, CA,GOOD,G17-HOR-6K,Broadband Remote,HN7000 Upgrade,Female,51,7,1,1,Y,0,,,,,,
Active,Basic,Retail/others,Indirect,TAG, OK,GOOD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Male,32,4,Unkown,1,Unknown,0,,,,,,
Active,Unknown,Call Center,Indirect,RS&I, MT,GOOD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Female,56,6,1,0,Unknown,0,,,,,,
Active,Basic,Call Center,Indirect,Hughes Web Order, SC,BAD,HZN-VER-23K,Broadband Remote,Retail       ,Female,28,0,1,1,Unknown,0,,,,,,
Active,Pro,Uknown,Indirect,Perfect 10, NE,GOOD,AM6-HOR-21K,Broadband Remote,Dial Return Upgrade,Male,37,0,1,0,Unknown,0,,,,,,
Active,Unknown,Vars,Indirect,AmericanSat, SD,GOOD,SPACEWAY3,Broadband Remote,HN9000 Upgrade,Female,31,6,1,0,Unknown,0,,,,,,
Active,Proplus,Web orders,Indirect,InfoDish, AR,BAD,G3C-VER-9K,Broadband Remote,DPC Classic upgrade,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Proplus,Vars,Indirect,AmericanSat, VA,BAD,SM5-VER-15K,Spaceway,Retail       ,Female,51,3,1,0,Unknown,0,,,,,,
Active,Pro,Uknown,Indirect,AmericanSat, AR,BAD,SM5-VER-5K,Broadband Remote,DPC Classic upgrade,Male,49,0,1,0,Unknown,0,,,,,,
Active,Pro,Sales Agents,Indirect,UNKNOWN, CA,GOOD,G16-VER-15K,Broadband Remote,Dealer-Generated Sale,Female,53,0,1,1,N,0,,,,,,
Active,Pro,Retail/others,Indirect,TAG, WA,GOOD,Unkown,Broadband Remote,Direct,Male,58,4,1,1,Unknown,0,,,,,,
Active,Pro,Web orders,Indirect,TAG, OH,GOOD,SPACEWAY3,Broadband Remote,Direct,Male,55,6,0,Unkown,N,0,,,,,,
Active,Elite,Web orders,Indirect,Hughes Web Order, TX,Unkown,SM5-VER-5K,Broadband Remote,Direct,Male,59,2,1,1,Unknown,0,,,,,,
Active,Unknown,Call Center,Indirect,TAG, NV,GOOD,SM5-HOR-14K,Broadband Remote,Retail,Female,63,4,1,1,N,0,,,,,,
Active,Power150,Call Center,Indirect,TAG, LA,GOOD,G16-HOR-2K,Spaceway,Dealer-Generated Sale,Male,56,5,0,0,Unknown,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,AmericanSat, WY,GOOD,SM5-VER-15K,Broadband Remote,DW6000 Upgrade,Male,41,A,1,0,Unknown,0,,,,,,
Active,Proplus,Uknown,Indirect,TAG, CA,Unkown,SM5-VER-1K,Spaceway,Direct,Male,51,0,0,0,Y,0,,,,,,
Active,Proplus,Sales Agents,Indirect,Best Buy, OR,GOOD,SPACEWAY3,Spaceway,DW6000 Upgrade,Female,42,9,1,1,Unknown,0,,,,,,
Active,Power150,Uknown,Direct,TAG, TX,GOOD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,49,6,1,1,N,0,,,,,,
Active,Proplus,Web orders,Indirect,TAG, VA,GOOD,HZN2-VER-4K,Spaceway,National Sales,Female,40,6,1,1,N,0,,,,,,
Active,Pro,Web orders,Direct,Perfect 10, ID,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Female,31,0,0,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,UNKNOWN, CT,GOOD,HZN2-VER-4K,Broadband Remote,Dealer-Generated Sale,Female,34,4,1,1,Unknown,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,ACS Pre-Install, IN,GOOD,SPACEWAY3,Spaceway,HN9000 Upgrade,Male,68,9,1,0,Y,0,,,,,,
Active,Power150,Vars,Indirect,TAG, CA,GOOD,AM6-HOR-21K,Broadband Remote,DW7000 Upgrade,Female,37,0,1,1,N,0,,,,,,
Active,Unknown,Web orders,Indirect,PEGASUS BROADBAND COMMUNICATIO, VA,GOOD,AM9-VER-2K ,Broadband Remote,Direct,Male,24,5,0,Unkown,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,AmericanSat, SD,GOOD,SM5-VER-15K,Broadband Remote,National Sales,Female,38,9,1,1,N,0,,,,,,
Active,Pro,Uknown,Indirect,AmericanSat, CA,Unkown,SM5-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,58,6,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,TAG, OR,GOOD,HZN2-VER-4K,Broadband Remote,HN9000 Upgrade,Female,31,0,1,1,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,TAG, IL,GOOD,SM5-VER-5K,Broadband Remote,Direct,Female,42,4,1,1,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,TAG, IL,GOOD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,47,6,2,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,RS&I, CO,BAD,HZN-HOR-19K,Spaceway,DW7000 Upgrade,Male,25,3,1,1,N,0,,,,,,
Active,Home,Uknown,Indirect,Hughes Web Order, CA,Unkown,SM5-VER-1K,Broadband Remote,Direct,Male,55,4,0,0,Unknown,0,,,,,,
Active,Basic,Sales Agents,Indirect,AmericanSat, SD,BAD,SM5-VER-7K,Broadband Remote,HN9000 Upgrade,Male,69,3,1,1,Unknown,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,LiveBridge Communications LLC, AR,BAD,G16-VER-2K,Broadband Remote,Dealer-Generated Sale,Male,51,9,1,1,N,0,,,,,,
Active,Pro,Call Center,Indirect,TAG, FL,GOOD,HZN-VER-6K,Broadband Remote,Dealer-Generated Sale,Male,55,3,0,0,Unknown,0,,,,,,
Active,Pro,Uknown,Indirect,UNKNOWN, VA,GOOD,SM5-VER-5K,Spaceway,DPC Classic upgrade,Female,43,A,1,0,Unknown,0,,,,,,
Active,Unknown,Uknown,Direct,TAG, TX,GOOD,SM5-VER-15K,Broadband Remote,DW6000 Upgrade,Male,48,5,0,Unkown,N,0,,,,,,
Active,Elite,Vars,Indirect,TAG, ID,GOOD,G3C-VER-21K,Broadband Remote,HN7000 Upgrade,Male,55,6,0,0,Y,0,,,,,,
Active,Basic,Retail/others,Indirect,Best Buy, IL,GOOD,HZN2-VER-5K,Broadband Remote,Retail,Male,40,A,0,0,N,0,,,,,,
Active,Elite,Web orders,Direct,LiveBridge Communications LLC, MI,BAD,AM6-HOR-21K,Spaceway,HN9000 Upgrade,Female,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,TAG, TX,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Female,48,7,0,Unkown,Unknown,0,,,,,,
Active,Basic,Uknown,Indirect,Verisign Web Ordering, WA,GOOD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,37,0,1,1,N,0,,,,,,
Active,Pro,Call Center,Indirect,InfoDish, IL,BAD,Unkown,Spaceway,DW7000 Upgrade,Male,38,8,0,0,N,0,,,,,,
Active,Proplus,Call Center,Direct,TAG, OH,GOOD,AM6-HOR-21K,Broadband Remote,Direct,Male,25,0,1,0,N,0,,,,,,
Active,Elite,Call Center,Indirect,Hughes Web Order, IL,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,58,B,1,1,N,0,,,,,,
Active,Basic_Ltd,Sales Agents,Indirect,NCC, MO,Unkown,SM5-HOR-6K,Broadband Remote,Dealer-Generated Sale,Female,31,6,1,1,N,0,,,,,,
Active,Elite,Web orders,Indirect,Perfect 10, CA,GOOD,SM5-VER-5K,Broadband Remote,UNKNOWN,Male,46.79,2,1,1,N,0,,,,,,
Active,Proplus,Web orders,Indirect,AmericanSat, AR,Unkown,Unkown,Broadband Remote,Retail       ,Female,51,6,0,0,N,0,,,,,,
Active,Unknown,Sales Agents,Indirect,AmericanSat, GA,GOOD,Unkown,Broadband Remote,HN7000 Upgrade,Female,66,6,2,1,Unknown,0,,,,,,
Active,Home,Web orders,Indirect,RS&I, TN,GOOD,AM6-HOR-21K,Spaceway,DPC Classic upgrade,Male,34,6,0,Unkown,N,0,,,,,,
Active,Home,Uknown,Indirect,TAG, MS,GOOD,SPACEWAY3,Broadband Remote,National Sales,Male,27,7,0,Unkown,Unknown,0,,,,,,
Active,Elite,Uknown,Indirect,AmericanSat, WA,BAD,SPACEWAY3,Spaceway,Dealer-Generated Sale,Male,75,4,0,0,Unknown,0,,,,,,
Active,Power150,Sales Agents,Direct,AmericanSat, LA,BAD,Unkown,Spaceway,Direct,Female,32,4,1,0,Y,0,,,,,,
Active,Pro,Retail/others,Indirect,RS&I, MD,Unkown,Unkown,Spaceway,Dealer-Generated Sale,Male,63,8,0,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,MiniDish, CA,Unkown,AM32-HOR-19K,Broadband Remote,Dealer-Generated Sale,Male,66,0,2,0,N,0,,,,,,
Active,Elite,Retail/others,Direct,Hughes Web Order, MS,BAD,SPACEWAY3,Broadband Remote,National Sales,Male,27,4,1,1,N,0,,,,,,
Active,Proplus,Uknown,Indirect,TAG, PA,GOOD,SM5-VER-15K,Broadband Remote,HN9000 Upgrade,Female,59,6,2,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,AmericanSat, WA,GOOD,SM5-VER-7K,Broadband Remote,Retail       ,Male,74,6,0,Unkown,Unknown,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,Hughes Web Order, CA,BAD,SM5-VER-5K,Broadband Remote,DW7000 Upgrade,Female,58,5,1,0,N,0,,,,,,
Active,Basic,Sales Agents,Indirect,Verisign Web Ordering, MI,GOOD,SM5-VER-5K,Broadband Remote,DW7000 Upgrade,Female,50,4,Unkown,0,N,0,,,,,,
Active,Elite,Uknown,Direct,Hughes Web Order, LA,BAD,SPACEWAY3,Spaceway,HN7000 Upgrade,Female,57,0,0,0,Unknown,0,,,,,,
Active,Home,Call Center,Indirect,Skylink, NY,GOOD,SM5-HOR-6K,Broadband Remote,HN7000 Upgrade,Female,60,0,1,0,Unknown,0,,,,,,
Active,Unknown,Web orders,Indirect,Hughes Web Order, WY,BAD,SM6-VER-2K,Broadband Remote,Direct,Male,54,6,1,0,N,0,,,,,,
Active,Home,Call Center,Indirect,Hughes Web Order, WA,BAD,Unkown,Spaceway,DPC Classic upgrade,Male,38,6,1,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,Hughes Web Order, LA,BAD,G17-HOR-6K,Broadband Remote,Dealer-Generated Sale,Male,33,6,0,0,N,0,,,,,,
Active,Elite,Uknown,Indirect,Hughes Web Order, AZ,BAD,AM9-VER-2K ,Broadband Remote,DPC Classic upgrade,Male,53,0,0,0,N,0,,,,,,
Active,Pro,Sales Agents,Indirect,ACS Pre-Install, AR,GOOD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,37,4,2,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,ACS Pre-Install, ID,GOOD,SPACEWAY3,Broadband Remote,Direct,Female,49,C,Unkown,0,N,0,,,,,,
Active,Unknown,Retail/others,Indirect,TAG, PA,GOOD,SM5-VER-5K,Broadband Remote,HN9000 Upgrade,Male,56,7,0,Unkown,N,0,,,,,,
Active,Basic_Ltd,Vars,Indirect,NCC, VA,BAD,SPACEWAY3,Spaceway,Dealer-Generated Sale,Female,70,7,1,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,TAG, MN,GOOD,G16-HOR-2K,Broadband Remote,HN7000 Upgrade,Male,65,6,0,Unkown,Y,0,,,,,,
Active,Basic,Web orders,Direct,Perfect 10, NJ,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Female,56,7,1,0,Unknown,0,,,,,,
Active,Elite,Sales Agents,Indirect,ACS, MD,Unkown,SPACEWAY3,Broadband Remote,DW6000 Upgrade,Male,35,6,1,0,N,0,,,,,,
Active,Elite,Web orders,Indirect,TAG, NE,GOOD,AM32-HOR-19K,Spaceway,Direct,Female,47,0,1,0,Unknown,0,,,,,,
Active,Basic,Call Center,Indirect,InfoDish, MN,BAD,AM9-VER-2K ,Broadband Remote,DPC Classic upgrade,Female,72,9,Unkown,0,Y,0,,,,,,
Active,Proplus,Sales Agents,Indirect,NCC, AR,GOOD,HZN2-VER-4K,Broadband Remote,Direct,Female,56,0,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,Verisign Web Ordering, AZ,GOOD,SPACEWAY3,Broadband Remote,DW7000 Upgrade,Female,31,C,0,Unkown,N,0,,,,,,
Active,Unknown,Web orders,Indirect,Hughes Web Order, CA,BAD,SM5-VER-15K,Broadband Remote,Classic Migration,Male,33,6,0,0,N,0,,,,,,
Active,Basic,Vars,Indirect,RS&I, MD,Unkown,Unkown,Broadband Remote,Dealer-Generated Sale,Male,30,4,0,0,Unknown,0,,,,,,
Active,Elite,Sales Agents,Direct,NCC, VA,GOOD,G17-HOR-6K,Broadband Remote,Retail,Female,43,0,0,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,NCC, WI,Unkown,G16-VER-15K,Broadband Remote,DPC Classic upgrade,Female,34,7,1,0,N,0,,,,,,
Active,Unknown,Call Center,Indirect,Hughes Web Order, MA,BAD,G17-HOR-6K,Spaceway,Retail       ,Female,48,6,1,0,Unknown,0,,,,,,
Active,Unknown,Retail/others,Direct,UNKNOWN, CO,Unkown,SPACEWAY3,Broadband Remote,Classic Migration,Male,37,4,1,0,Unknown,0,,,,,,
Active,Elite,Call Center,Indirect,Verisign Web Ordering, WY,Unkown,SM5-VER-5K,Broadband Remote,Direct,Male,29,6,0,Unkown,Unknown,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,Perfect 10, CA,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Female,22,0,1,1,Unknown,0,,,,,,
Active,Home,Uknown,Indirect,LiveBridge Communications LLC, WI,Unkown,G17-HOR-6K,Broadband Remote,DW6000 Upgrade,Male,30,7,0,0,N,0,,,,,,
Active,Power150,Vars,Indirect,Perfect 10, TX,GOOD,AM9-VER-2K ,Broadband Remote,Retail,Male,48,5,0,0,N,0,,,,,,
Active,Home,Retail/others,Indirect,RS&I, VA,GOOD,AM6-HOR-21K,Broadband Remote,DPC Classic upgrade,Male,55,2,Unkown,0,Y,0,,,,,,
Active,Basic_Ltd,Retail/others,Direct,TAG, FL,GOOD,Unkown,Spaceway,HN7000 Upgrade,Male,54,7,0,0,N,0,,,,,,
Active,Proplus,Web orders,Direct,Perfect 10, TX,GOOD,AM6-HOR-21K,Broadband Remote,Dealer-Generated Sale,Female,56,9,1,1,Unknown,0,,,,,,
Active,Basic,Call Center,Indirect,RS&I, FL,BAD,SPACEWAY3,Broadband Remote,HN7000 Upgrade,Male,33,0,0,0,N,0,,,,,,
Active,Power150,Uknown,Direct,TAG, MO,GOOD,Unkown,Broadband Remote,Retail       ,Male,62,6,1,0,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,UNKNOWN, MI,GOOD,G17-HOR-6K,Broadband Remote,Retail       ,Male,40,5,0,Unkown,N,0,,,,,,
Active,Basic_Ltd,Uknown,Direct,Hughes Web Order, TX,BAD,SM5-HOR-14K,Broadband Remote,Direct,Female,43,7,1,1,N,0,,,,,,
